model_key,source_file,rate,batch_size,sum_context_len,max_context_len,sum_remaining_output_tokens,duration_ms
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,2,2332,1178,592,14.065686496905982
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,2,2334,1179,590,17.534343409352005
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,2,2336,1180,588,10.55382308550179
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,2,2338,1181,586,168.58362290076911
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,2,2340,1182,584,16.19348709937185
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3677,1335,887,14.289494138211012
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3680,1336,884,14.876480912789702
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3683,1337,881,14.943293994292617
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3686,1338,878,14.909146120771766
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3689,1339,875,14.810351887717843
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3692,1340,872,14.868509024381638
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3695,1341,869,14.921260066330433
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3698,1342,866,15.154282096773386
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3701,1343,863,15.091174049302936
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3704,1344,860,15.242218039929867
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3707,1345,857,14.912680024281144
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3710,1346,854,14.97905096039176
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3713,1347,851,15.0069750379771
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3716,1348,848,15.06716595031321
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3719,1349,845,14.896356966346502
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3722,1350,842,14.9512670468539
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3725,1351,839,14.883439987897873
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3728,1352,836,14.884244883432984
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3731,1353,833,14.868923928588629
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3734,1354,830,14.9121368303895
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3737,1355,827,14.91312007419765
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3740,1356,824,14.915130101144314
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3743,1357,821,14.923871029168367
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3746,1358,818,15.301222912967205
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3749,1359,815,14.850854873657227
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3752,1360,812,14.948335941880941
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3755,1361,809,14.924717135727406
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3758,1362,806,16.818333882838488
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3761,1363,803,13.246549991890788
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3764,1364,800,153.59764802269638
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,3,3767,1365,797,15.737219015136361
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4950,1366,1246,15.099270967766643
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4954,1367,1242,15.337813994847238
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4958,1368,1238,15.297592035494745
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4962,1369,1234,15.466782380826771
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4966,1370,1230,15.487719443626702
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4970,1371,1226,15.332397539168596
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4974,1372,1222,15.240165055729449
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4978,1373,1218,15.347162960097194
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4982,1374,1214,15.411735977977514
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4986,1375,1210,15.407107537612319
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4990,1376,1206,15.307372901588678
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4994,1377,1202,15.403143130242825
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,4998,1378,1198,15.306611428968608
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,5002,1379,1194,15.321637503802776
/users/rh/.cache/modelscope/hub/models/LLM-Research/llama-2-7b/converted_bin_v2,/tmp/cuda_data_llama7b_fit_infer_batch_view/fit/llama_7B/ascend-vllm-120-1.5.exp,1.5,4,5006,1380,1190,15.566007583402097
